Date,Type,,Name,Location,State,Area,Wall / Boulder,Link,Grade,,,Danger,Status,,Protection,A.,Notes,Rating,Felt,Suggested
5/21/2023,Boulder,the-garden-climbing-harbor-freight,Harbor Freight,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,10,Attempted some starting moves. Made moves on top. Bottom feels foot cruxy.,,,V8
5/21/2023,Boulder,the-garden-climbing-heisenberg,Heisenberg,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V9,7c,51,-,Attempt,FALSE,Pads,10,I believe we were doing this but with left hand on slopers and it was god awful but so cool.,,,V9
5/21/2023,Boulder,the-garden-climbing-guillotine,Guillotine,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V4,6b,25,-,Day Flash,TRUE,Pads,1,Redone. Different beta I believe this time.,,,V4
5/21/2023,Boulder,the-garden-climbing-octernal,Octernal,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,3,"Showing starting moves, tried barefoot, no skin for throws. Lightly pulled on other holds.",,,V7
5/21/2023,Boulder,the-garden-climbing-e's-dirty-b,E's Dirty B,The Garden Climbing,OR,Garden Main,E's Dirty B,Mountain Project,V5,6c,31,-,Attempt,FALSE,Pads,4,"Got the first and second move, next is crazy. Didn't have the skin for right hand.",,,V5
5/21/2023,Boulder,the-garden-climbing-vince,Vince,The Garden Climbing,OR,Garden Main,Crash Test Dummies Boulder,Mountain Project,V2,5+,17,-,Attempt,FALSE,Pads,1,"Felt first moves, but spooked by friend talking about the top.",,,V2
5/21/2023,Boulder,the-garden-climbing-iron-cross,Iron Cross,The Garden Climbing,OR,Garden Main,Trust Boulder,Mountain Project,V2,5+,17,-,Attempt,FALSE,Pads,1,Tried matched on undercling and almost got left hand.,,,V2
5/21/2023,Boulder,the-garden-climbing-tyler-durden,Tyler Durden,The Garden Climbing,OR,Garden Main,Tyler Durden Boulder,Mountain Project,V3,6a,21,-,Attempt,FALSE,Pads,1,Felt the first move and hated it and got down.,,,V3
5/21/2023,Boulder,the-garden-climbing-durden-crack,Durden Crack,The Garden Climbing,OR,Garden Main,Tyler Durden Boulder,Mountain Project,V1,5,13,-,Attempt,FALSE,Pads,1,"Showing the route to friends, only went a bit up padless.",,,V1
5/21/2023,Boulder,the-garden-climbing-the-ear,The Ear,The Garden Climbing,OR,Garden Main,Fight Club Boulder,Mountain Project,V4,6b,25,-,Attempt,FALSE,Pads,1,"Showing some of the moves to friends, no interest in reclimbing.",,,V4
5/21/2023,Boulder,the-garden-climbing-fight-club,Fight Club,The Garden Climbing,OR,Garden Main,Fight Club Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,3,"Just showing some of the moves, only one go from start and didn't hit the dyno. Skin weak from the competition. Hit the hand bump with heel pretty easy with new beta in iso.",,,V8
5/21/2023,Boulder,the-garden-climbing-dr.-evil,Dr. Evil,The Garden Climbing,OR,Garden Main,Fight Club Boulder,Mountain Project,V3,6a,21,-,Sent,TRUE,Pads,2,Right foot isn’t as important as long as you get right hand sidepull.,,,V3
5/21/2023,Boulder,the-garden-climbing-austin-powers,Austin Powers,The Garden Climbing,OR,Garden Main,Mini-Me Boulder,Mountain Project,V5,6c,31,-,Attempt,FALSE,Pads,10,"Attempted again but skin was fucked from competition. The beta does not make this easier, I was wrong. It’s just in my mind the only reasonable way to do it. Requires good heels.",,,V5
5/22/2023,Boulder,the-garden-climbing-blubonic-plague-direct,Blubonic Plague Direct,The Garden Climbing,OR,Garden Main,Bubonic Plague,-,V3,6a,21,-,Attempt,FALSE,Pads,3,Tried but skin is so bad.,,,V3
5/22/2023,Boulder,the-garden-climbing-blubonic-plague,Blubonic Plague,The Garden Climbing,OR,Garden Main,Bubonic Plague,-,V3,6a,21,-,Attempt,FALSE,Pads,2,"Tried the moves, first felt easy but first hold hurts. got second but forgot feet for shark tooth.",,,V3
5/22/2023,Boulder,the-garden-climbing-the-siren-direct,The Siren Direct,The Garden Climbing,OR,Garden Main,Azain Boulder,-,V5,6c,31,-,Attempt,FALSE,Pads,4,"Direct variation, couldn't hold skin holds.",,,V5
5/22/2023,Boulder,the-garden-climbing-the-siren,The Siren,The Garden Climbing,OR,Garden Main,Azain Boulder,Mountain Project,V5,6c,31,-,Attempt,FALSE,Pads,2,Attempt. Showing beta.,,,V5
5/22/2023,Boulder,the-garden-climbing-the-arboretum,The Arboretum,The Garden Climbing,OR,Garden Main,Azain Boulder,Mountain Project,V11,8a,59,-,Attempt,FALSE,Pads,10,Attempt. Holy shit that's hard. Start is so tensiony with right drop knee. Hit the first hold. Tried holding span and can barely. Skin is bad. Couldn't launch from pizza hold.,,,V11
5/22/2023,Boulder,the-garden-climbing-the-locksmith,The Locksmith,The Garden Climbing,OR,Garden Main,Azain Boulder,Mountain Project,V4,6b,25,-,Attempt,FALSE,Pads,8,"Just doing the first few moves, different betas. Matching hurt too much. Like locking off, toe hook right works well. Tried going right for lip but it's gross.",,,V4
5/22/2023,Boulder,the-garden-climbing-angry-mom-right,Angry Mom Right,The Garden Climbing,OR,Garden Main,Scary Grandma,-,V2-3,5+,19,-,Attempt,FALSE,Pads,1,Attempted barefoot dyno to no avail.,,,V2-3
5/22/2023,Boulder,the-garden-climbing-angry-mom,Angry Mom,The Garden Climbing,OR,Garden Main,Scary Grandma,Mountain Project,V2-3,5+,19,R,Attempt,FALSE,Pads,1,Felt the moves barefoot.,,,V2-3
5/24/2023,Boulder,the-garden-climbing-arboretum,Arboretum,The Garden Climbing,OR,Garden Main,Azain,Mountain Project,V11,8a,59,-,Attempt,FALSE,Pads,,"Very hard, can hold the span for time. Heels are too close.",,,V11
5/24/2023,Boulder,the-garden-climbing-siren-direct,Siren Direct,The Garden Climbing,OR,Garden Main,Azain,-,V5,6c,31,-,Attempt,FALSE,Pads,,"This climb is still difficult, skin is lacking on gaining.",,,V5
5/24/2023,Boulder,the-garden-climbing-siren,Siren,The Garden Climbing,OR,Garden Main,Azain,Mountain Project,V5,6c,31,-,Attempt,FALSE,Pads,,Still love this climb. Was able to get to left arete but fell.,,,V5
5/24/2023,Boulder,the-garden-climbing-cuba-gooding-jr.'s-air-punches,Cuba Gooding Jr.'s Air Punches,The Garden Climbing,OR,Garden Main,Boys in the Woods,-,V3,6a,21,-,Attempt,FALSE,Pads,,Super hard to find a way to get established here.,,,V3
5/24/2023,Boulder,the-garden-climbing-boys-in-the-woods,Boys in the Woods,The Garden Climbing,OR,Garden Main,Boys in the Woods,-,V3,6a,21,-,Sent,TRUE,Pads,,"Really fun, nice mantle on good holds. Slopers are cruxy.",,,V3
5/24/2023,Boulder,the-garden-climbing-ice-cubes-shiny-jerry-curl,Ice Cubes Shiny Jerry Curl,The Garden Climbing,OR,Garden Main,Boys in the Woods,Mountain Project,V6,7a,38,-,Sent,TRUE,Pads,,I loved this climb. Right heel toe camp helps you ride and match the lip til you get out to crimps.,,,V6
5/24/2023,Boulder,the-garden-climbing-cuba-gooding,Cuba Gooding,The Garden Climbing,OR,Garden Main,Boys in the Woods,Mountain Project,V6,7a,38,-,Attempt,FALSE,Pads,,Couldn't find a way from last ledge sloper over to crimps.,,,V6
5/27/2023,Boulder,leavenworth-busted,Busted,Leavenworth,WA,Forestlands,Busted Boulder,Mountain Project,V7-8,7b,44,-,Attempt,FALSE,Pads,10,"Night session, got tipsy and could land the first move with toe. Was able to link up to big throw.",,,V7-8
5/27/2023,Boulder,leavenworth-foot-fumpkin,Foot Fumpkin,Leavenworth,WA,Mad Meadows,Foot Fumpkin Boulder,Mountain Project,V4,6b,25,-,Flash,TRUE,Pads,1,"So good, got beta sprayed prior. Stemming is a tough pumpy finish.",,,V4
5/27/2023,Boulder,leavenworth-the-crack,The Crack,Leavenworth,WA,Sword Boulders,Underwear Rock,Mountain Project,V0,4,7,-,Flash,TRUE,Pads,1,Mega chill climb.,,,V0
5/27/2023,Boulder,leavenworth-briefs,Briefs,Leavenworth,WA,Sword Boulders,Underwear Rock,Mountain Project,V3,6a,21,-,Attempt,FALSE,Pads,5,"Holy shit I couldn't establish, I'm so bad at slab.",,,V3
5/27/2023,Boulder,leavenworth-boxers,Boxers,Leavenworth,WA,Sword Boulders,Underwear Rock,Mountain Project,V0,4,7,-,Flash,TRUE,Pads,1,"It was fine, a little tall but fun.",,,V0
5/27/2023,Boulder,leavenworth-racing-stripes,Racing Stripes,Leavenworth,WA,Sword Boulders,Underwear Rock,Mountain Project,V0,4,7,-,Flash,TRUE,Pads,,Very nice traverse.,,,V0
5/27/2023,Boulder,leavenworth-the-hourglass,The Hourglass,Leavenworth,WA,Sword Boulders,Hourglass Boulder,Mountain Project,V6,7a,38,-,Attempt,FALSE,Pads,,"Slab is fine, set up feet close on smear in crack. Jump was hard to catch.",,,V6
5/27/2023,Boulder,leavenworth-busted,Busted,Leavenworth,WA,Forestlands,Busted Boulder,Mountain Project,V7-8,7b,44,-,Attempt,FALSE,Pads,,"Great climb. I start with left hand in slot and toe up instead of heel, rise up and grab the side pull. Feet swap to match undercling, grab just with left. Set a heel and grab right hand. Bust up left.",,,V7-8
5/27/2023,Boulder,leavenworth-the-shield,The Shield,Leavenworth,WA,Forestlands,Busted Boulder,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,,"Just attempted to establish, and the big move out right, both felt rediculous.",,,V7
5/27/2023,Boulder,leavenworth-feel-the-pinch,Feel The Pinch,Leavenworth,WA,Forestlands,Busted Boulder,Mountain Project,V5,6c,31,-,Attempt,FALSE,Pads,,"This is no way a V5. Felt so hard. Left foot is so bad, and pinch or right hand gaston was hard.",,,V5
5/27/2023,Boulder,leavenworth-toto,Toto,Leavenworth,WA,Forestlands,Toto Boulder,Mountain Project,V4-,6b,24,-,Sent,TRUE,Pads,,"Pretty good, best to start with left drop knee and dyno for top lip. Dab is hard to avoid.",,,V4-
5/27/2023,Boulder,leavenworth-silly-with-an-s,Silly with an S,Leavenworth,WA,Forestlands,Scarecrow Boulder,Mountain Project,V-Easy,3,4,-,Flash,TRUE,Pads,,Nice mantle,,,V-Easy
5/27/2023,Boulder,leavenworth-scarecrow,Scarecrow,Leavenworth,WA,Forestlands,Scarecrow Boulder,Mountain Project,V1+,5,14,-,Attempt,FALSE,Pads,,"I'm so bad at slab, I couldn't get established.",,,V1+
5/27/2023,Boulder,leavenworth-cowardly-lion,Cowardly Lion,Leavenworth,WA,Forestlands,Scarecrow Boulder,Mountain Project,V0,4,7,-,Flash,TRUE,Pads,,Easy slab.,,,V0
5/28/2023,Boulder,leavenworth-power-steering,Power Steering,Leavenworth,WA,Forestlands,Busted Boulder,Mountain Project,V2,5+,17,-,Sent,TRUE,Pads,2,Skin was bad so I did this. Right heel and low left is stable.,,,V2
5/28/2023,Boulder,leavenworth-the-hesitator,The Hesitator,Leavenworth,WA,Forestlands,The Hesitator,Mountain Project,V2,5+,17,-,Flash,TRUE,Pads,1,That was terrifying.,,,V2
5/29/2023,Boulder,the-garden-climbing-octernal,Octernal,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,5,Barefoot attempts tipsy with friends.,,,V7
5/29/2023,Boulder,the-garden-climbing-another-v3,Another V3,The Garden Climbing,OR,Garden Main,The Good Boulder,Mountain Project,V3,6a,21,-,Attempt,FALSE,Pads,5,"Pretty cryptic, not sure beta yet. Tried left foot low, right foot high and pivot into undercling.",,,V3
5/29/2023,Boulder,the-garden-climbing-frontside-baldo,Frontside Baldo,The Garden Climbing,OR,Garden Main,Frontside Baldo,Mountain Project,V1,5,13,-,Day Flash,TRUE,Pads,1,Another send of this gem.,,,V1
5/29/2023,Boulder,the-garden-climbing-good-warm-up,Good Warm Up,The Garden Climbing,OR,Garden Main,Shark Fin,Mountain Project,V0,4,7,-,Flash,TRUE,Pads,1,"Was pretty simple, lots of ways to top.",,,V0
5/29/2023,Boulder,the-garden-climbing-austin-powers,Austin Powers,The Garden Climbing,OR,Garden Main,Mini Me Boulder,Mountain Project,V5,6c,31,-,Attempt,FALSE,Pads,1,"Attempted to show beta, skin wasn't having it.",,,V5
5/29/2023,Boulder,the-garden-climbing-dr.-evil,Dr. Evil,The Garden Climbing,OR,Garden Main,Mini Me Boulder,Mountain Project,V3,6a,21,-,Day Flash,TRUE,Pads,4,Pretty gross but redid to show beta.,,,V3
5/29/2023,Boulder,the-garden-climbing-trust,Trust,The Garden Climbing,OR,Garden Main,Trust Boulder,Mountain Project,V2,5+,17,-,Attempt,FALSE,Pads,2,"Hard for some reason, was barefoot but fell on top.",,,V2
5/29/2023,Boulder,the-garden-climbing-leave-it-to-jesus,Leave it to Jesus,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V1,5,13,-,Sent,TRUE,Pads,3,Forgot it was a big move.,,,V1
5/31/2023,Boulder,the-garden-climbing-octernal,Octernal,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,4,"Attempted post break, got mid campus.",,,V7
5/31/2023,Boulder,the-garden-climbing-harbor-freight,Harbor Freight,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,20,Working beta with Doug.,,,V8
5/31/2023,Boulder,the-garden-climbing-3-star-ledge,3 Star Ledge,The Garden Climbing,OR,Garden Main,3 Star Ledge,Mountain Project,V3,6a,21,-,Sent,TRUE,Pads,2,Such a bad climb. Match ledge and go high left to a heel and pull over.,,,V3
5/31/2023,Boulder,the-garden-climbing-spider-lurch,Spider Lurch,The Garden Climbing,OR,Garden Main,Boys in the Woods,-,V5,6c,31,-,Attempt,FALSE,Pads,10,"Still couldn't get the dyno, got a pad on in iso. Dragging foot into corner.",,,V5
6/2/2023,Boulder,the-garden-climbing-heisenberg,Heisenberg,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V9,7c,51,-,Attempt,FALSE,Pads,1,Can't even get any moves.,,,V9
6/2/2023,Boulder,the-garden-climbing-heisenberg-direct,Heisenberg Direct,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,-,V6,7a,38,-,Attempt,FALSE,Pads,2,Never commited.,,,V6
6/2/2023,Boulder,the-garden-climbing-harbor-freight,Harbor Freight,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,5,New highpoint with gaston.,,,V8
6/2/2023,Boulder,the-garden-climbing-cuba-gooding,Cuba Gooding,The Garden Climbing,OR,Garden Main,Boys in the Woods,Mountain Project,V6,7a,38,-,Attempt,FALSE,Pads,5,"New beta, heel up to get intermediate, so hard on crimp.",,,V6
6/10/2023,Boulder,the-garden-climbing-octernal,Octernal,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,8,Post break attempts + some barefoot. Didn't get to traverse.,,,V7
6/10/2023,Boulder,the-garden-climbing-harbor-freight,Harbor Freight,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,10,"Made it pretty high, good left foot and right edge blast for right hand instead of Doug's crazy crimp move.",,,V8
6/12/2023,Boulder,the-garden-climbing-harbor-freight,Harbor Freight,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,10,"Couldn't make it past foot switch from bottom, but made some good links and tried moves. Feels comfy.",,,V8
6/12/2023,Boulder,the-garden-climbing-octernal-stand,Octernal Stand,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V5,6c,31,-,Sent,,Pads,2,Had to repeat to prove the right hand pinch is great. Exhausted by end.,,,V5
6/12/2023,Boulder,the-garden-climbing-octernal-guillotine-stand,Octernal Guillotine Stand,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,-,V3,6a,21,-,Sent,,Pads,2,"Great problem with flow, probably the simplist line from Octernal. Not seen it anywhere so I'll call it this.",,,V3
6/12/2023,Boulder,the-garden-climbing-octernal,Octernal,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V7,7a+,42,-,Attempt,,Pads,5,"Couldn't match from bottom, tried barefoot and with shoes.",,,V7
6/15/2023,Boulder,the-garden-climbing-trust-issues,Trust Issues,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V8-,7b,45,R,Attempt,,Pads,2,"Roped feeling the holds, fucked.",,,V8-
6/15/2023,Boulder,the-garden-climbing-harbor-freight,Harbor Freight,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V8,7b,46,-,Attempt,,Pads,20,"Was barely landing huge move out right, catch with thumb. Foot walk is hard.",,,V8
6/21/2023,Boulder,castle-rock-state-park-the-clam,The Clam,Castle Rock State Park,CA,Indian Rock Side,Clamshell Boulder,Mountain Project,V4,6b,25,-,Attempt,FALSE,Pads,15,"Fuck this boulder. Left foot deep inside, crossed start, right out front and center. Right to sidepull, hand heel match, swing into right dish, bump to jug. left hand up to crimp. High right foot and lean.",,,V4
6/21/2023,Boulder,castle-rock-state-park-sharma-arete,Sharma Arete,Castle Rock State Park,CA,Indian Rock Side,Thee Classic,Mountain Project,V9,7c,51,-,Attempt,FALSE,Pads,5,"Have to hop into a start, really strong. Right hand full sidepull.",,,V9
